user_id,session_id,label,key_index,inter_key_ms,dwell_ms,is_backspace,is_error
user_000,user_000_s00,0,121,162.55,125.5,0,0
user_000,user_000_s00,0,122,211.3,93.14,0,0
user_000,user_000_s00,0,123,230.54,109.98,0,0
user_000,user_000_s00,0,124,273.04,148.0,0,0
user_000,user_000_s00,0,125,306.68,113.16,0,0
user_000,user_000_s00,0,126,215.0,130.92,0,0
user_000,user_000_s00,0,127,163.51,111.23,0,0
user_000,user_000_s00,0,128,121.6,118.41,0,0
user_000,user_000_s00,0,129,209.62,109.06,0,0
user_000,user_000_s00,0,130,169.98,107.39,0,0
user_000,user_000_s00,0,131,184.57,98.45,0,0
user_000,user_000_s00,0,132,177.35,116.2,1,0
user_000,user_000_s00,0,133,194.64,97.4,0,0
user_000,user_000_s00,0,134,238.9,119.66,0,0
user_000,user_000_s00,0,135,205.56,125.81,0,0
user_000,user_000_s00,0,136,193.98,115.27,0,0
user_000,user_000_s00,0,137,161.81,105.69,0,0
user_000,user_000_s00,0,138,138.37,116.55,0,0
user_000,user_000_s00,0,139,181.96,105.36,0,0
user_000,user_000_s00,0,140,197.83,123.62,0,0
user_000,user_000_s00,0,141,264.65,83.02,0,0
user_000,user_000_s00,0,142,204.58,104.97,0,0
user_000,user_000_s00,0,143,235.85,80.68,0,0
user_000,user_000_s00,0,144,181.49,87.96,0,0
user_000,user_000_s00,0,145,156.34,129.9,0,0
user_000,user_000_s00,0,146,164.4,123.03,0,0
user_000,user_000_s00,0,147,173.2,99.33,0,1
user_000,user_000_s00,0,148,277.87,87.85,0,0
user_000,user_000_s00,0,149,169.67,66.4,0,0
user_000,user_000_s00,0,150,230.56,101.92,0,0
user_000,user_000_s00,0,151,166.68,145.4,0,0
user_000,user_000_s00,0,152,233.97,116.27,0,0
user_000,user_000_s00,0,153,213.92,101.68,0,0
user_000,user_000_s00,0,154,194.06,116.71,0,0
user_000,user_000_s00,0,155,198.31,86.99,0,0
user_000,user_000_s00,0,156,175.78,105.53,0,0
user_000,user_000_s00,0,157,216.16,111.35,0,0
user_000,user_000_s00,0,158,183.11,108.63,0,0
user_000,user_000_s00,0,159,154.85,121.49,0,0
user_000,user_000_s00,0,160,152.93,114.95,0,0
user_000,user_000_s00,0,161,206.13,119.7,0,0
user_000,user_000_s00,0,162,257.72,99.79,0,0
user_000,user_000_s00,0,163,205.67,123.06,0,0
user_000,user_000_s00,0,164,195.45,133.79,0,0
user_000,user_000_s00,0,165,210.29,95.66,0,0
user_000,user_000_s00,0,166,247.71,96.87,0,0
user_000,user_000_s00,0,167,207.85,129.49,0,0
user_000,user_000_s00,0,168,184.73,107.08,0,0
user_000,user_000_s00,0,169,240.38,130.49,0,0
user_000,user_000_s00,0,170,215.53,103.4,0,0
user_000,user_000_s00,0,171,256.13,131.24,0,0
user_000,user_000_s00,0,172,206.52,111.82,0,0
user_000,user_000_s00,0,173,154.89,113.68,0,0
user_000,user_000_s01,0,0,163.84,87.29,0,0
user_000,user_000_s01,0,1,183.58,120.0,0,0
user_000,user_000_s01,0,2,195.52,61.15,0,0
user_000,user_000_s01,0,3,148.32,96.81,0,0
user_000,user_000_s01,0,4,211.86,84.6,1,0
user_000,user_000_s01,0,5,187.6,113.72,0,0
user_000,user_000_s01,0,6,115.9,92.01,0,0
user_000,user_000_s01,0,7,113.45,107.84,0,0
user_000,user_000_s01,0,8,184.84,110.21,0,0
user_000,user_000_s01,0,9,177.19,128.85,0,0
user_000,user_000_s01,0,10,181.5,98.93,0,0
user_000,user_000_s01,0,11,184.27,107.43,0,0
user_000,user_000_s01,0,12,193.57,80.12,0,0
user_000,user_000_s01,0,13,220.05,119.38,0,0
user_000,user_000_s01,0,14,144.54,90.75,0,0
user_000,user_000_s01,0,15,142.3,93.68,0,0
user_000,user_000_s01,0,16,145.19,101.58,0,0
user_000,user_000_s01,0,17,195.89,78.98,0,0
user_000,user_000_s01,0,18,230.96,105.27,0,0
user_000,user_000_s01,0,19,169.47,116.11,0,0
user_000,user_000_s01,0,20,93.53,106.21,0,0
user_000,user_000_s01,0,21,122.79,78.6,0,0
user_000,user_000_s01,0,22,154.74,100.09,0,0
user_000,user_000_s01,0,23,164.84,112.8,0,0
user_000,user_000_s01,0,24,170.31,74.36,0,0
user_000,user_000_s01,0,25,186.71,86.14,0,0
user_000,user_000_s01,0,26,173.86,114.77,0,0
user_000,user_000_s01,0,27,223.78,105.87,0,0
user_000,user_000_s01,0,28,160.5,107.96,0,0
user_000,user_000_s01,0,29,153.66,129.19,0,0
user_000,user_000_s01,0,30,202.86,108.79,0,0
user_000,user_000_s01,0,31,128.97,111.56,0,0
user_000,user_000_s01,0,32,199.59,141.68,0,0
user_000,user_000_s01,0,33,189.05,98.77,0,0
user_000,user_000_s01,0,34,179.88,90.2,0,0
user_000,user_000_s01,0,35,243.55,108.19,0,0
user_000,user_000_s01,0,36,162.47,108.35,0,0
user_000,user_000_s01,0,37,1255.14,94.18,0,0
user_000,user_000_s01,0,38,177.02,86.76,0,0
user_000,user_000_s01,0,39,138.45,135.8,0,0
user_000,user_000_s01,0,40,1466.01,106.71,0,0
user_000,user_000_s01,0,41,145.82,91.17,0,0
user_000,user_000_s01,0,42,157.72,115.35,0,0
user_000,user_000_s01,0,43,199.86,100.31,0,0
user_000,user_000_s01,0,44,205.67,98.2,0,0
user_000,user_000_s01,0,45,162.47,110.16,0,0
user_000,user_000_s01,0,46,221.51,82.96,0,0
user_000,user_000_s01,0,47,227.75,107.08,0,0
user_000,user_000_s01,0,48,237.98,129.98,0,0
user_000,user_000_s01,0,49,204.71,108.75,0,0
user_000,user_000_s01,0,50,235.3,96.39,0,0
user_000,user_000_s01,0,51,116.31,94.47,0,0
user_000,user_000_s01,0,52,173.63,95.89,0,0
user_000,user_000_s01,0,53,153.49,98.19,1,0
user_000,user_000_s01,0,54,189.67,96.37,0,0
user_000,user_000_s01,0,55,164.33,115.36,0,0
user_000,user_000_s01,0,56,179.2,76.48,0,1
user_000,user_000_s01,0,57,254.33,114.56,0,0
user_000,user_000_s01,0,58,179.07,96.34,0,0
user_000,user_000_s01,0,59,200.47,107.44,0,0
user_000,user_000_s01,0,60,176.77,85.38,0,0
user_000,user_000_s01,0,61,188.07,121.4,0,0
user_000,user_000_s01,0,62,185.51,120.19,0,0
user_000,user_000_s01,0,63,201.74,115.99,0,0
user_000,user_000_s01,0,64,228.04,79.69,0,0
user_000,user_000_s01,0,65,245.72,114.08,0,0
user_000,user_000_s01,0,66,196.65,107.85,0,0
user_000,user_000_s01,0,67,206.92,78.36,0,0
user_000,user_000_s01,0,68,143.08,101.55,0,0
user_000,user_000_s01,0,69,182.07,107.26,0,0
user_000,user_000_s01,0,70,219.78,110.07,0,0
user_000,user_000_s01,0,71,217.06,104.51,0,0
user_000,user_000_s01,0,72,193.05,106.18,0,0
user_000,user_000_s01,0,73,217.81,123.53,0,0
user_000,user_000_s01,0,74,203.29,119.9,0,0
user_000,user_000_s01,0,75,229.32,59.85,0,0
user_000,user_000_s01,0,76,195.91,97.25,0,0
user_000,user_000_s01,0,77,172.25,99.5,0,0
user_000,user_000_s01,0,78,197.61,76.2,0,0
user_000,user_000_s01,0,79,77.8,103.29,0,0
user_000,user_000_s01,0,80,199.34,120.23,0,0
user_000,user_000_s01,0,81,51.47,85.97,0,0
user_000,user_000_s01,0,82,122.08,106.85,0,0
user_000,user_000_s01,0,83,201.86,88.47,0,0
user_000,user_000_s01,0,84,977.27,92.05,0,0
user_000,user_000_s01,0,85,142.65,123.59,0,0
user_000,user_000_s01,0,86,159.17,93.95,0,0
user_000,user_000_s01,0,87,235.56,108.69,0,0
user_000,user_000_s01,0,88,167.54,74.46,0,0
user_000,user_000_s01,0,89,267.56,129.24,0,0
user_000,user_000_s01,0,90,185.22,110.75,0,0
user_000,user_000_s01,0,91,200.26,99.23,0,0
user_000,user_000_s01,0,92,244.6,110.36,0,0
user_000,user_000_s01,0,93,190.1,81.23,0,0
user_000,user_000_s01,0,94,148.53,119.26,0,0
user_000,user_000_s01,0,95,181.27,97.16,0,0
user_000,user_000_s01,0,96,183.99,98.92,0,0
user_000,user_000_s01,0,97,135.23,94.7,0,0
user_000,user_000_s01,0,98,175.91,93.39,0,0
user_000,user_000_s01,0,99,158.07,112.1,0,0
user_000,user_000_s01,0,100,720.3,105.67,0,0
user_000,user_000_s01,0,101,186.56,111.47,0,0
user_000,user_000_s01,0,102,174.92,101.78,0,0
user_000,user_000_s01,0,103,181.4,109.44,0,0
user_000,user_000_s01,0,104,193.48,95.77,0,0
user_000,user_000_s01,0,105,207.92,134.63,0,0
user_000,user_000_s01,0,106,148.62,78.91,0,0
user_000,user_000_s01,0,107,147.09,120.41,0,0
user_000,user_000_s01,0,108,225.81,121.98,0,0
user_000,user_000_s01,0,109,170.17,89.41,0,0
user_000,user_000_s01,0,110,133.32,134.62,0,0
user_000,user_000_s01,0,111,201.57,116.52,0,0
user_000,user_000_s01,0,112,202.29,116.16,0,0
user_000,user_000_s01,0,113,129.15,102.32,0,1
user_000,user_000_s01,0,114,193.71,98.72,0,0
user_000,user_000_s01,0,115,212.27,98.84,0,0
user_000,user_000_s01,0,116,199.03,107.64,0,0
user_000,user_000_s01,0,117,208.47,122.47,0,0
user_000,user_000_s01,0,118,133.78,104.57,0,0
user_000,user_000_s01,0,119,197.44,88.54,0,0
user_000,user_000_s01,0,120,174.19,114.01,0,0
user_000,user_000_s01,0,121,167.58,115.43,0,1
user_000,user_000_s01,0,122,217.23,111.52,0,0
user_000,user_000_s01,0,123,239.55,112.85,0,0
user_000,user_000_s01,0,124,251.11,97.94,0,0
user_000,user_000_s01,0,125,233.52,88.28,0,0
user_000,user_000_s01,0,126,181.27,89.17,0,0
user_000,user_000_s01,0,127,198.23,77.92,0,0
user_000,user_000_s01,0,128,213.42,105.39,0,0
user_000,user_000_s01,0,129,189.74,100.69,0,0
user_000,user_000_s01,0,130,190.09,95.46,0,1
user_000,user_000_s01,0,131,215.51,58.55,0,0
user_000,user_000_s01,0,132,183.12,83.61,0,0
user_000,user_000_s01,0,133,158.54,118.36,0,0
user_000,user_000_s01,0,134,170.09,92.16,0,0
user_000,user_000_s01,0,135,208.54,107.2,0,0
user_000,user_000_s01,0,136,185.4,81.51,0,0
user_000,user_000_s01,0,137,197.77,123.02,0,0
user_000,user_000_s01,0,138,209.87,99.8,0,0
user_000,user_000_s01,0,139,171.54,106.17,0,0
user_000,user_000_s01,0,140,213.03,136.04,0,0
user_000,user_000_s01,0,141,199.19,124.16,0,0
user_000,user_000_s01,0,142,140.0,97.41,0,0
user_000,user_000_s01,0,143,238.2,93.21,0,0
user_000,user_000_s01,0,144,166.93,97.13,0,0
user_000,user_000_s01,0,145,124.58,109.39,0,0
user_000,user_000_s01,0,146,146.96,100.37,0,0
user_000,user_000_s01,0,147,147.84,96.11,0,0
user_000,user_000_s01,0,148,187.21,123.44,0,1
user_000,user_000_s01,0,149,175.25,100.24,0,0
user_000,user_000_s01,0,150,172.94,135.65,0,0
user_000,user_000_s01,0,151,208.02,103.24,0,0
user_000,user_000_s01,0,152,197.76,128.11,0,0
user_000,user_000_s01,0,153,196.89,107.15,0,0
user_000,user_000_s01,0,154,200.33,116.04,0,0
user_000,user_000_s01,0,155,207.89,91.28,0,0
user_000,user_000_s01,0,156,107.97,89.38,0,0
user_000,user_000_s01,0,157,171.93,108.66,1,0
user_000,user_000_s01,0,158,105.32,116.42,0,0
user_000,user_000_s01,0,159,186.62,102.5,0,0
user_000,user_000_s01,0,160,185.12,83.04,0,0
user_000,user_000_s01,0,161,223.64,81.95,0,0
user_000,user_000_s01,0,162,228.86,80.97,0,0
user_000,user_000_s01,0,163,192.73,75.98,0,0
user_000,user_000_s01,0,164,166.94,103.52,0,0
user_000,user_000_s01,0,165,203.09,118.42,0,0
user_000,user_000_s01,0,166,165.93,101.71,0,0
user_000,user_000_s01,0,167,185.24,68.75,0,0
user_000,user_000_s01,0,168,221.46,99.11,0,1
user_000,user_000_s01,0,169,164.83,99.52,0,0
user_000,user_000_s01,0,170,214.85,132.66,0,0
user_000,user_000_s01,0,171,210.14,80.53,0,1
user_000,user_000_s01,0,172,150.27,96.18,0,0
user_000,user_000_s01,0,173,221.02,126.94,0,0
user_000,user_000_s01,0,174,210.92,108.51,0,0
user_000,user_000_s01,0,175,189.03,110.18,0,0
user_000,user_000_s01,0,176,157.33,103.59,0,0
user_000,user_000_s01,0,177,153.78,106.75,0,0
user_000,user_000_s01,0,178,165.57,113.32,0,0
user_000,user_000_s01,0,179,205.2,90.03,1,0
user_000,user_000_s01,0,180,150.24,114.79,0,0
user_000,user_000_s01,0,181,201.34,81.77,0,0
user_000,user_000_s01,0,182,139.75,106.73,0,0
user_000,user_000_s01,0,183,177.81,104.53,0,0
user_000,user_000_s01,0,184,189.31,92.87,0,0
user_000,user_000_s01,0,185,274.98,101.58,0,0
user_000,user_000_s01,0,186,134.77,92.78,0,0
user_000,user_000_s01,0,187,239.29,86.19,0,0
user_000,user_000_s01,0,188,190.79,96.72,0,0
user_000,user_000_s01,0,189,200.37,85.71,0,0
user_000,user_000_s01,0,190,189.63,106.65,0,0
user_000,user_000_s01,0,191,201.61,85.04,0,0
user_000,user_000_s01,0,192,179.66,112.36,0,0
user_000,user_000_s01,0,193,1449.59,84.58,0,0
user_000,user_000_s01,0,194,1050.31,93.6,0,0
user_000,user_000_s01,0,195,226.82,92.75,0,0
user_000,user_000_s01,0,196,161.66,121.35,0,0
user_000,user_000_s01,0,197,1147.48,106.76,0,0
user_000,user_000_s01,0,198,145.97,98.8,0,0
user_000,user_000_s01,0,199,201.98,109.23,0,0
user_000,user_000_s01,0,200,238.3,70.99,0,0
user_000,user_000_s01,0,201,182.46,101.28,0,0
user_000,user_000_s01,0,202,1560.22,131.22,0,0
user_000,user_000_s01,0,203,144.41,103.85,0,0
user_000,user_000_s01,0,204,176.88,102.91,0,0
user_000,user_000_s01,0,205,126.87,109.95,0,0
user_000,user_000_s01,0,206,151.81,115.05,0,0
user_000,user_000_s01,0,207,193.61,72.6,0,0
user_000,user_000_s01,0,208,233.67,77.23,0,0
user_000,user_000_s01,0,209,288.34,105.0,0,0
user_000,user_000_s01,0,210,163.78,91.42,0,0
user_000,user_000_s01,0,211,237.94,121.16,0,0
user_000,user_000_s01,0,212,194.23,97.29,0,0
user_000,user_000_s01,0,213,179.75,73.53,0,0
user_000,user_000_s01,0,214,201.16,83.31,0,0
user_000,user_000_s01,0,215,187.56,61.57,0,0
user_000,user_000_s01,0,216,189.34,98.48,0,0
user_000,user_000_s02,1,0,232.33,111.34,0,0
user_000,user_000_s02,1,1,132.65,92.1,0,0
user_000,user_000_s02,1,2,1341.76,100.91,0,0
user_000,user_000_s02,1,3,857.34,112.57,0,0
user_000,user_000_s02,1,4,192.0,121.18,0,0
user_000,user_000_s02,1,5,167.9,137.71,0,0
user_000,user_000_s02,1,6,1283.69,153.02,0,0
user_000,user_000_s02,1,7,163.53,108.8,0,0
user_000,user_000_s02,1,8,193.24,103.59,0,0
user_000,user_000_s02,1,9,196.04,132.34,0,0
user_000,user_000_s02,1,10,155.98,137.91,0,0
user_000,user_000_s02,1,11,254.02,104.3,0,0
user_000,user_000_s02,1,12,234.19,143.68,0,0
user_000,user_000_s02,1,13,701.92,149.77,0,0
user_000,user_000_s02,1,14,1530.26,159.8,0,0
user_000,user_000_s02,1,15,279.07,175.45,0,0
user_000,user_000_s02,1,16,196.06,90.4,0,1
user_000,user_000_s02,1,17,190.36,118.71,0,0
user_000,user_000_s02,1,18,223.44,118.62,0,0
user_000,user_000_s02,1,19,351.43,115.11,0,0
user_000,user_000_s02,1,20,107.25,97.38,0,0
user_000,user_000_s02,1,21,276.92,70.49,1,0
user_000,user_000_s02,1,22,62.81,121.24,1,0
user_000,user_000_s02,1,23,232.49,93.55,0,0
user_000,user_000_s02,1,24,341.66,121.03,0,1
user_000,user_000_s02,1,25,254.31,92.72,1,0
user_000,user_000_s02,1,26,228.74,82.9,0,0
user_000,user_000_s02,1,27,169.96,125.8,1,0
user_000,user_000_s02,1,28,217.52,123.12,0,0
user_000,user_000_s02,1,29,194.76,136.89,0,1
user_000,user_000_s02,1,30,151.83,188.56,0,0
user_000,user_000_s02,1,31,1340.23,127.18,1,0
user_000,user_000_s02,1,32,230.97,133.86,0,0
user_000,user_000_s02,1,33,153.34,83.61,0,0
user_000,user_000_s02,1,34,1426.46,76.87,0,0
user_000,user_000_s02,1,35,105.66,169.17,0,0
user_000,user_000_s02,1,36,782.91,88.56,0,0
user_000,user_000_s02,1,37,258.87,84.69,0,0
user_000,user_000_s02,1,38,233.65,117.0,0,0
user_000,user_000_s02,1,39,292.62,115.36,0,0
user_000,user_000_s02,1,40,222.09,89.24,0,0
user_000,user_000_s02,1,41,966.7,108.45,0,0
user_000,user_000_s02,1,42,239.45,157.8,0,0
user_000,user_000_s02,1,43,207.66,92.34,0,0
user_000,user_000_s02,1,44,940.69,73.44,0,0
user_000,user_000_s02,1,45,393.05,148.58,0,0
user_000,user_000_s02,1,46,178.68,134.09,0,0
user_000,user_000_s02,1,47,161.48,98.31,0,0
user_000,user_000_s02,1,48,249.92,67.38,0,0
user_000,user_000_s02,1,49,235.27,94.31,0,0
user_000,user_000_s02,1,50,102.07,116.5,0,0
user_000,user_000_s02,1,51,305.29,155.75,0,0
user_000,user_000_s02,1,52,207.45,84.92,0,0
user_000,user_000_s02,1,53,125.7,115.54,1,0
user_000,user_000_s02,1,54,310.6,139.98,0,0
user_000,user_000_s02,1,55,265.33,41.68,0,0
user_000,user_000_s02,1,56,113.35,151.51,1,0
user_000,user_000_s02,1,57,357.91,80.23,0,1
user_000,user_000_s02,1,58,267.99,128.94,0,0
user_000,user_000_s02,1,59,214.2,126.2,0,0
user_000,user_000_s02,1,60,342.88,153.14,0,0
user_000,user_000_s02,1,61,227.83,135.98,1,0
user_000,user_000_s02,1,62,212.76,41.81,0,1
user_000,user_000_s02,1,63,161.93,93.02,0,0
user_000,user_000_s02,1,64,261.8,122.71,1,0
user_000,user_000_s02,1,65,253.34,111.99,0,0
user_000,user_000_s02,1,66,216.2,133.62,0,0
user_000,user_000_s02,1,67,151.51,143.65,0,0
user_000,user_000_s02,1,68,225.47,137.83,0,0
user_000,user_000_s02,1,69,209.41,111.37,0,0
user_000,user_000_s02,1,70,107.81,58.88,0,0
user_000,user_000_s02,1,71,96.68,103.61,0,0
user_000,user_000_s02,1,72,260.46,131.65,0,0
user_000,user_000_s02,1,73,40.0,83.19,0,0
user_000,user_000_s02,1,74,231.54,138.56,0,0
user_000,user_000_s02,1,75,1113.76,147.48,0,0
user_000,user_000_s02,1,76,320.21,122.34,0,0
user_000,user_000_s02,1,77,175.35,20.0,0,0
user_000,user_000_s02,1,78,964.91,77.16,0,0
user_000,user_000_s02,1,79,183.11,178.92,0,0
user_000,user_000_s02,1,80,224.17,100.68,0,1
user_000,user_000_s02,1,81,734.9,54.45,0,0
user_000,user_000_s02,1,82,177.83,157.99,0,0
user_000,user_000_s02,1,83,295.15,118.69,0,1
user_000,user_000_s02,1,84,135.13,153.8,1,0
user_000,user_000_s02,1,85,1007.59,127.17,0,0
user_000,user_000_s02,1,86,289.2,133.01,0,0
user_000,user_000_s02,1,87,268.09,129.94,0,0
user_000,user_000_s02,1,88,369.11,140.69,0,0
user_000,user_000_s02,1,89,153.64,191.51,0,0
user_000,user_000_s02,1,90,104.14,149.49,0,1
user_000,user_000_s02,1,91,135.08,67.44,0,0
user_000,user_000_s02,1,92,268.12,132.63,0,0
user_000,user_000_s02,1,93,255.06,154.97,0,0
user_000,user_000_s02,1,94,877.79,156.94,0,1
user_000,user_000_s02,1,95,124.73,104.54,1,0
user_000,user_000_s02,1,96,276.68,155.73,0,0
user_000,user_000_s02,1,97,116.55,148.1,0,0
user_000,user_000_s02,1,98,308.2,201.0,0,0
user_000,user_000_s02,1,99,444.77,94.14,0,0
user_000,user_000_s02,1,100,1030.41,101.94,1,0
user_000,user_000_s02,1,101,858.87,108.42,0,0
user_000,user_000_s02,1,102,175.4,102.5,0,0
user_000,user_000_s02,1,103,69.48,89.64,0,0
user_000,user_000_s02,1,104,166.56,29.41,0,1
user_000,user_000_s02,1,105,127.15,104.28,0,0
user_000,user_000_s02,1,106,98.68,130.14,0,1
user_000,user_000_s02,1,107,353.5,102.4,0,0
user_000,user_000_s02,1,108,236.96,180.51,0,1
user_000,user_000_s02,1,109,245.55,118.69,0,0
user_000,user_000_s02,1,110,190.18,159.78,0,0
user_000,user_000_s02,1,111,201.12,126.67,0,0
user_000,user_000_s02,1,112,954.47,144.84,0,0
user_000,user_000_s02,1,113,1239.37,127.24,1,0
user_000,user_000_s03,0,0,184.1,123.35,1,0
user_000,user_000_s03,0,1,228.87,105.14,0,0
user_000,user_000_s03,0,2,158.78,100.48,0,0
user_000,user_000_s03,0,3,131.03,102.85,0,0
user_000,user_000_s03,0,4,213.06,108.12,0,0
user_000,user_000_s03,0,5,213.67,128.26,0,0
user_000,user_000_s03,0,6,208.13,110.98,0,0
user_000,user_000_s03,0,7,205.47,115.44,0,0
user_000,user_000_s03,0,8,178.76,121.94,0,0
